Year,CoC_Number,CoC_Name,State,Overall_Homeless,Chronic_Homeless,Non-Chronic_Homeless,Actual_CoC_Median_Rent,Previous_CoC_Neighbor_Median_Rent,CoC_AVG_Median_Household_Income,CoC_Population_Estimate,Poverty_Percentage,CoC_Civilian_Labor_Force,Unemployment_Rate,Party_Affiliation,Vote_Percentage,CoC_Poverty_Estimate_Age_0_17,Birth_Rate,Death_Rate,International_Migration_Rate,Domestic_Migration_Rate
2022,CA-502,"Oakland, Berkeley/Alameda County CoC",CA,9747,2728,7019,1689.0,1811.1666666666667,121190.0,1628259,9.944241057473043,825606,0.03294791946763953,Democrat,0.7869001293052061,32186,10.346634042864189,6.817097279978185,7.006870528582983,-20.554469528496387
2022,CA-503,Sacramento City & County CoC,CA,9278,4314,4964,1189.0,1162.0,83985.0,1584380,12.033476817430163,728310,0.039181117930551554,Democrat,0.5828813044177855,54525,11.60769512364458,8.687941024249234,4.353122357010313,-9.90923894520254
2022,CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",CA,2893,725,2168,1492.0,1450.1666666666667,96312.0,482669,8.806034777456187,248277,0.03128763437612022,Democrat,0.6937639727917043,8295,9.412247316483969,9.519981602298884,1.1995798362853218,-4.328017751295401
2022,CA-505,Richmond/Contra Costa County CoC,CA,3093,1567,1526,1689.0,1638.7142857142858,119667.0,1157019,8.622762461117752,551477,0.035209083969050384,Democrat,0.684908028101035,24751,10.17615095344156,7.776881797100998,4.027591595297917,-12.660984823931154
2022,CA-506,"Salinas/Monterey, San Benito Counties CoC",CA,2404,745,1659,1438.5,1375.1666666666667,99005.0,500527,11.096504284484155,252955,0.058172402205925955,Democrat,0.6541408080756058,19056,12.90040297526407,6.904722422566615,1.6222901062280357,-14.776425647367674
2022,CA-507,Marin County CoC,CA,1121,284,837,2317.0,1744.25,135960.0,256154,7.552097566307768,131664,0.026544841414509662,Democrat,0.7805317613607806,3863,8.98287748776127,8.463658580385237,3.669667465665186,-16.86095083426376
2022,CA-508,Watsonville/Santa Cruz City & County CoC,CA,2299,921,1378,2155.0,2063.0,99256.0,264240,12.085982440205873,134175,0.047609465250605554,Democrat,0.7393903167961745,5592,8.707992733878292,7.5272479564032695,1.070996064184075,10.967302452316076
2022,CA-509,Mendocino County CoC,CA,830,177,653,1003.0,878.5,63621.0,90007,17.395313697823504,37183,0.04114783637683888,Democrat,0.5891346692638152,4140,10.076994011576877,11.632428588887532,0.7666070416745364,-13.976690701834302
2022,CA-510,"Turlock, Modesto/Stanislaus County CoC",CA,1857,493,1364,999.0,1318.3333333333335,75249.0,551226,14.826949381923205,242276,0.0542397926331952,Democrat,0.474289266088088,26509,13.157942477314204,9.527852459789633,1.6889624219467152,-7.989463486845686
2022,CA-511,Stockton/San Joaquin County CoC,CA,2319,809,1510,964.0,1291.4,84738.0,794293,12.123360019539389,344418,0.05245660795893362,Democrat,0.5403317184586423,32521,12.757257082713808,8.422584612982867,2.9812676178689728,0.7692375483606175
2022,CA-512,Daly/San Mateo County CoC,CA,1808,705,1103,2317.0,2157.5,143795.0,728929,7.164895346460355,453379,0.024182858050328753,Democrat,0.7566606443075984,9978,10.339827335721312,7.039094342521699,6.472509668294169,-24.47563480119463
2022,CA-513,"Visalia/Kings, Tulare Counties CoC",CA,1235,317,918,905.6,1048.2,63998.0,630871,17.542730605781532,263917,0.07916125145405563,Republican,0.5223420331079187,42445,14.20892702311566,8.18075327602632,0.4343201700506126,-4.698266365073049
2022,CA-514,Fresno City & County/Madera County CoC,CA,4216,938,3278,960.3,947.0333333333334,68693.0,1015359,18.306431518310273,453183,0.06379321377898112,Democrat,0.500642889780709,69172,13.887698833614515,8.7653726415977,1.6841333951833783,-4.236925067882394
2022,CA-515,"Roseville, Rocklin/Placer County CoC",CA,750,256,494,1189.0,961.0833333333334,106114.0,418074,6.177614489300938,193823,0.030605242927825904,Republican,0.5203375647427518,4904,9.127570717145767,9.383506269225066,1.614546707042294,10.978917607887599
2022,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",CA,1837,574,1263,734.2777777777778,802.9259259259259,59620.0,313139,13.962170154468142,120002,0.04908251529141181,Republican,0.6252970475496796,10704,9.526120987804138,13.42215437872638,0.9452671177975277,-11.617843832930424
2022,CA-517,Napa City & County CoC,CA,495,132,363,1554.0,1176.5,98580.0,134370,8.44161643223934,71001,0.03206997084548105,Democrat,0.6387114645115036,2354,8.818932797499441,9.741757832849595,1.525638163280494,-15.040559648731115
2022,CA-518,Vallejo/Solano County CoC,CA,1179,195,984,1352.0,1575.3333333333333,92711.0,448885,9.792485825991067,202274,0.042051870235423235,Democrat,0.6162070397861696,11210,11.04960067723359,8.926562482595765,2.4527440212972142,-8.362943738373971
2022,CA-519,"Chico, Paradise/Butte County CoC",CA,1006,326,680,887.0,753.75,63353.0,207369,17.915889067314787,91978,0.04457587684011394,Republican,0.47239546272654975,7632,9.721800269085543,12.055803905116,0.9548196692851872,6.21597249347781
2022,CA-520,Merced City & County CoC,CA,855,217,638,824.0,1258.4,65253.0,290210,18.419075841631923,115605,0.07677003589810129,Democrat,0.5271581742926161,21234,13.428207160332175,7.766789566176217,1.3197339857344683,11.874160090968608
2022,CA-521,"Davis, Woodland/Yolo County CoC",CA,746,341,405,1320.0,1048.0,82359.0,222018,15.284796728193209,108984,0.040446304044630406,Democrat,0.6669752710439761,6213,8.765055085623688,6.940878667495428,5.9499680206109415,29.371492401516996
2022,CA-522,Humboldt County CoC,CA,1648,746,902,798.0,765.5,57660.0,134944,17.71846099122599,59520,0.03986895161290323,Democrat,0.5603753839921682,5012,9.181586435854873,11.953106473796538,0.8225634337206544,2.4751007825468343
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",CA,340,57,283,688.0,879.3125,61898.333333333336,66047,13.43588656562751,27654,0.07528748101540464,Republican,0.5576923076923077,2868,11.44639423440883,10.719639044922555,0.07570366557148697,-11.143579572122883
2022,CA-524,Yuba City & County/Sutter County CoC,CA,1094,297,797,986.0,970.4285714285714,64848.5,182922,14.27985698822449,77925,0.061289701636188645,Republican,0.5545903292581519,8600,13.35541924973486,9.577852855315381,1.8751161697335474,-2.6787373853336396
2022,CA-525,El Dorado County CoC,CA,511,100,411,1189.0,955.4,104859.0,192787,7.509323761456945,93382,0.03374311965903493,Republican,0.5261937579468111,2384,8.268192357368495,9.378225710239798,0.8973634114333435,-4.237837613532033
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",CA,625,238,387,857.9880952380952,950.6428571428571,71038.0,159689,11.833626611726542,63784,0.04167189263765208,Republican,0.5809554173973113,4024,8.334951061125063,13.914546399564152,0.5448089724401806,4.796823826312394
2022,CA-600,Los Angeles City & County CoC,CA,65111,26985,38126,1527.0,1253.25,82455.0,9719765,13.668509475280525,4984846,0.04913331324578533,Democrat,0.7175722154215638,351449,9.978430548475194,7.959554577708412,3.5331101112012484,-14.786777252330689
2022,CA-601,San Diego City and County CoC,CA,8427,1414,7013,1714.0,1194.6666666666667,98365.0,3277176,10.328465727809553,1589551,0.03444305970679771,Democrat,0.5629791794243724,84001,11.614878175599967,7.7792587276362335,2.572641811120306,-4.868826086850386
2022,CA-602,"Santa Ana, Anaheim/Orange County CoC",CA,5718,2463,3255,1844.0,1281.75,106047.0,3150372,9.80804806543481,1590882,0.03163088148586759,Democrat,0.5093530718876746,70338,9.866771289231874,7.60037227349659,3.4951427958349046,-8.786581394197256
2022,CA-603,Santa Maria/Santa Barbara County CoC,CA,1962,565,1397,1986.0,1143.3333333333333,89334.0,443915,13.507540858047149,223717,0.034995105423369706,Democrat,0.6060547780932879,15293,12.612774968180844,7.9902684072401255,2.419382088913418,6.895464221754165
2022,CA-604,Bakersfield/Kern County CoC,CA,1603,345,1258,816.0,1253.7857142857142,65981.0,916751,17.343313506066533,391736,0.06933496027937182,Republican,0.530727423893055,60314,13.908902199179494,8.802826503598032,1.253339238244627,-1.5085884825868747
2022,CA-608,Riverside City & County CoC,CA,3316,816,2500,1153.0,1171.2,86350.0,2474241,10.707728147743085,1152096,0.04167968641502097,Democrat,0.49733760452281167,77331,11.241427168978284,8.77238716842862,0.9194738911852159,5.269898930621553
2022,CA-609,San Bernardino City & County CoC,CA,3333,1115,2218,1153.0,1074.642857142857,78779.0,2194908,13.269713354728307,1008492,0.04099288839177703,Democrat,0.5211649232472404,99605,12.18319856686476,8.379394489427348,1.038312311951116,-3.617463693239079
2022,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",CA,2248,638,1610,1647.0,1380.3333333333333,101981.0,832871,9.39052986596964,413641,0.03679519196598016,Democrat,0.5527086425228729,21960,10.593477261184505,8.25217830852557,1.1082148375918959,-11.46516087125137
2022,CA-613,Imperial County CoC,CA,1057,541,516,757.0,1103.6666666666667,55523.0,178940,20.31630714205879,70004,0.14667733272384434,Democrat,0.6792747083653906,13642,13.898513468201632,8.097686375321336,1.0171007041466413,-7.918855482284566
2022,CA-614,San Luis Obispo County CoC,CA,1448,282,1166,1421.0,1268.25,88578.0,282046,11.330066726704155,137203,0.03028359438204704,Democrat,0.4970557518387663,5048,8.668798706593961,9.48781404451756,0.8331974216971699,8.725527041688235
2022,CO-500,Colorado Balance of State CoC,CO,1315,485,830,825.7757031857033,739.8110062160061,63142.5641025641,865096,12.249276380887208,410324,0.034606798529942195,Republican,0.6099563534938623,28520,9.481028695081239,12.748874113393196,1.0380350851235007,6.922931096664416
2022,CO-503,Metropolitan Denver CoC,CO,6884,2573,4311,1352.9871794871794,933.1089743589743,97456.0,2876576,9.294348558842179,1681920,0.029910459474885846,Democrat,0.5883388419953791,66485,10.933137174195988,8.048457610714962,2.5099284705149456,-4.4587732081474645
2022,CO-504,Colorado Springs/El Paso County CoC,CO,1406,396,1010,956.0,1058.3,82248.0,740596,8.296696174432485,358771,0.03255279830309585,Republican,0.5619013879178724,17269,12.412975495411803,8.318975527818136,0.7264419467563963,0.012152374573991757
2022,DE-500,Delaware Statewide CoC,DE,2369,223,2146,924.0714285714286,925.3809523809523,85427.0,575254,9.829918609866251,304561,0.04359389416241738,Democrat,0.6209016315346182,15976,10.847382199863018,10.132915199198962,2.8039787641633085,2.6614330365369034
2022,FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",FL,1138,255,883,996.0,853.1666666666666,75242.5,891721,9.10800575516333,382600,0.0286382645060115,Republican,0.5548292857475473,17151,7.49673945101663,14.099701588277052,2.0129614531899556,35.64904269384707
2022,FL-501,Tampa/Hillsborough County CoC,FL,1513,114,1399,1125.0,900.2,74091.0,1513473,12.624936156773197,804474,0.027690142875966158,Democrat,0.5151691597229194,52185,11.469646303568018,9.324910322153087,6.1428251445516375,10.564443501800163
2022,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",FL,1985,483,1502,1125.0,1070.0,66427.0,961792,12.195880190311419,510331,0.02645537895992993,Republican,0.48578298669991854,22711,7.739719190843759,14.658054964067075,2.049299640670748,7.015030276816609
2022,FL-503,"Lakeland, Winterhaven/Polk County CoC",FL,506,57,449,900.0,962.6666666666666,61941.0,788382,15.265822913257788,338322,0.03480412151737103,Republican,0.5537187757198028,40670,11.23059633527909,12.096927631528878,2.9681042946185987,37.552861430118895
2022,FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",FL,865,73,792,822.0,878.0,68968.5,706423,10.975152281281895,316525,0.03184582576415765,Republican,0.5555042528865604,20330,8.31796246724696,15.625199066281816,1.4806992411062494,31.29569677091488
2022,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",FL,403,85,318,968.5,632.6666666666666,77738.5,299868,8.663478597249457,138348,0.024669673576777403,Republican,0.7260580554977247,8901,12.018621526805127,10.94815051956194,2.1942988248162525,16.587298411300974
2022,FL-506,Tallahassee/Leon County CoC,FL,621,153,468,744.6018518518518,636.037037037037,53594.0,340675,18.601599765172086,179113,0.030556129370844103,Democrat,0.6145829148612586,11965,9.663168709180304,9.428340794011888,2.2132531004623175,1.3737433037352316
2022,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",FL,2151,403,1748,1239.0,820.25,67955.5,1874304,12.384650515604726,989787,0.02980035098460578,Democrat,0.6050451505576994,67373,11.433043945912724,7.616693983473332,9.501126818274942,9.33253090213754
2022,FL-508,"Gainesville/Alachua, Putnam Counties CoC",FL,925,223,702,669.1388888888889,746.6666666666666,58783.0,284041,17.890374981076675,141466,0.028056211386481556,Democrat,0.5897130768213672,7360,9.326118412482705,8.64663904154682,3.7846648899278623,3.7248143753894687
2022,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",FL,846,48,798,910.0,925.25,71392.66666666667,688140,11.993635016130439,299612,0.0322450369144093,Republican,0.5612722078735227,20894,8.84413055482896,14.110500770192111,1.9109483535327114,30.79024617083733
2022,FL-510,"Jacksonville-Duval, Clay Counties CoC",FL,1279,117,1162,895.0,700.6666666666666,81791.66666666667,1341471,12.206525523101133,670258,0.029288721656436777,Republican,0.5478136176242137,52852,11.80867868183509,11.244372781819362,2.888620029803104,12.34763927062158
2022,FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",FL,727,250,477,908.0,789.3333333333334,72085.5,522059,13.065764597488021,236587,0.029046397308389725,Republican,0.641706977944666,21413,11.136672291829084,12.739939355513458,1.0745911860536834,9.814982597752362
2022,FL-512,St. Johns County CoC,FL,349,80,269,895.0,749.0,103757.0,307072,5.816225510629429,149333,0.023330409219663437,Republican,0.6496330046735134,3933,7.97532826177574,8.988120050020843,1.579434139224677,42.892220716965404
2022,FL-513,"Palm Bay, Melbourne/Brevard County CoC",FL,916,290,626,866.0,868.0,74899.0,630707,9.857984769472989,296542,0.028481631606989903,Republican,0.5777501016673444,14880,8.201906749092686,14.823047786055966,1.4475818406962344,24.49949025458731
2022,FL-514,Ocala/Marion County CoC,FL,455,63,392,792.0,763.6666666666666,54517.0,396437,15.251855906487034,148279,0.034448573297634864,Republican,0.6172467086433887,16645,9.088455416623574,17.594220519275446,1.498346521641522,33.82378536816695
2022,FL-515,"Panama City/Bay, Jackson Counties CoC",FL,378,71,307,624.5416666666667,673.9166666666666,50530.2,122077,16.672264226676607,43690,0.03138017853055619,Republican,0.7462512711472682,6222,9.813478378400518,16.26022919960353,0.6880903036608043,26.860096496473535
2022,FL-517,"Hendry, Hardee, Highlands Counties CoC",FL,650,12,638,700.38,997.68,51313.8,225527,17.679923024737615,83320,0.039486317810849735,Republican,0.6475785896346644,11437,10.624005108035846,16.330638903545918,2.42986427345728,22.0062342868038
2022,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",FL,488,37,451,667.6333333333333,702.4666666666667,50403.5,138246,18.179911172836828,54105,0.032788097218371684,Republican,0.7271967717277301,8048,10.31494582121725,16.391070989395715,0.8969518105406304,26.42391099923325
2022,FL-519,Pasco County CoC,FL,589,126,463,1125.0,977.625,65933.0,609141,10.695060749481646,258149,0.030494017021177693,Republican,0.5892908239646013,16765,9.084924508447141,13.405763197683294,1.8123882647859855,39.86433354510696
2022,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",FL,745,50,695,1026.1666666666667,850.1666666666666,64651.0,924300,11.232716650438169,334579,0.03433269870493964,Republican,0.6379679665638827,25597,7.430487936817051,17.086443795304554,1.2052363951098128,43.19701395650763
2022,FL-600,Miami-Dade County CoC,FL,3276,762,2514,1260.0,1199.0,66952.0,2673056,14.26917356014988,1371121,0.026318610830116378,Democrat,0.636751125275963,89891,10.90848826212395,9.470807944165777,14.021404714304527,-14.265320292578982
2022,FL-601,Ft Lauderdale/Broward County CoC,FL,2054,388,1666,1207.0,984.0,70834.0,1946889,13.213490856438142,1065006,0.02861486226368678,Democrat,0.6650872467248672,74305,10.767948249746134,9.625612965094568,8.902921532763296,-3.7028305157612995
2022,FL-602,Punta Gorda/Charlotte County CoC,FL,148,0,148,886.0,864.3333333333334,65040.0,202582,8.953411458076236,76774,0.03428243936749421,Republican,0.624836574179758,3348,5.365728445765171,17.08937615385375,1.5154357247929235,45.23600319870472
2022,FL-603,"Ft Myers, Cape Coral/Lee County CoC",FL,560,47,513,1061.0,859.1666666666666,71607.0,822391,10.893480108610138,375434,0.031142624269512083,Republican,0.5868237240365174,21777,9.039495811602997,11.820411458782988,3.915412498434443,35.16089062258707
2022,FL-604,Monroe County CoC,FL,526,35,491,1485.0,1081.0,79459.0,81618,13.08534882011321,49262,0.018574154520725916,Republican,0.5156551626724422,1795,8.895096669852238,10.36536058222451,3.7614251758190593,-9.127888455977848
2022,FL-605,West Palm Beach/Palm Beach County CoC,FL,1404,248,1156,1144.0,946.8888888888888,76713.0,1519867,10.912204817921568,763006,0.02904171133647704,Democrat,0.5656876007802734,43300,9.94100141657132,11.755633881122492,6.593998027458982,6.263705969009131
2022,FL-606,Naples/Collier County CoC,FL,462,39,423,1189.0,1087.4,81821.0,397516,10.158333249479266,189462,0.027741710738828893,Republican,0.6172704331075186,10486,8.439911852604675,11.675001760935409,5.612352710331157,22.562613831896076
2022,GA-500,Atlanta CoC,GA,2017,495,1522,1205.0,1101.0,89798.0,1073698,12.395291785958436,575874,0.03175694683211953,Democrat,0.6885887744528746,38021,10.734862130692242,7.567304772850466,4.419305987344672,3.1349597372818057
2022,GA-501,Georgia Balance of State CoC,GA,5856,557,5299,793.1059015763168,741.7817377931564,59081.59523809524,5050744,12.408092748315893,2304170,0.029014352239635097,Republican,0.6996535595446538,195475,11.171819438878707,11.824792545415091,1.0921163297922047,15.048872007767569
2022,GA-503,Athens-Clarke County CoC,GA,283,49,234,784.0,765.2,49832.0,129726,24.343616545642355,57891,0.033062134010467946,Democrat,0.658195482034863,5268,9.990287220757597,7.546675300248215,3.1065476465781723,-0.9250265945145923
2022,GA-504,Augusta-Richmond County CoC,GA,549,71,478,741.0,672.25,50079.0,206344,17.36081494979258,82682,0.04208896736895576,Democrat,0.6464146196119976,12107,12.697243438142133,12.440390803706432,0.6833249331213895,4.327724576435467
2022,GA-505,Columbus-Muscogee CoC,GA,243,47,196,703.0,650.8333333333333,53740.0,202432,17.370277426493836,75466,0.04117085839980918,Democrat,0.577282999188782,12594,13.105635472652544,12.107769522605121,1.541258299083149,-15.704038887132468
2022,GA-506,Marietta/Cobb County CoC,GA,380,25,355,1205.0,1101.0,96798.0,771840,7.917184908789386,431657,0.02580521108194701,Democrat,0.4840139169757481,16420,11.34691127694859,7.24761608623549,4.446517412935323,-1.2139821724709785
2022,GA-507,Savannah/Chatham County CoC,GA,523,103,420,954.0,892.6666666666667,64029.0,301025,15.242587824931483,144226,0.030285801450501297,Democrat,0.5554564748265591,12598,12.105306868200316,10.746615729590566,2.4549456025247074,13.181629432771365
2022,GA-508,DeKalb County CoC,GA,565,84,481,1205.0,1101.0,49883.0,43633,21.20642632869617,17754,0.03982201194097105,Democrat,0.6152755614518048,2284,8.93818898540096,13.751059977539935,0.22918433295899893,3.414846561089084
2022,IA-500,"Sioux City/Dakota, Woodbury Counties CoC",IA,212,51,161,613.0,557.6,66830.0,105558,12.681180014778606,56374,0.02735303508709689,Republican,0.5656022690882474,4112,13.49021391083575,10.562913279902991,4.016749085810644,-8.57348566664772
2022,IA-501,Iowa Balance of State CoC,IA,1601,224,1377,578.8844932844933,572.8174159174159,67709.74725274726,1711971,9.787140085900987,909210,0.02742380748121996,Republican,0.5896231946600872,46996,11.291663234949658,12.551614484123855,1.8061053604295867,-0.3580668130476509
2022,IA-502,Des Moines/Polk County CoC,IA,606,166,440,698.0,638.8571428571429,77369.0,501184,10.068158600434172,278130,0.02686513500880883,Democrat,0.5173889572671719,14197,12.945345422040608,9.166294215298173,4.463430596347849,-0.9497509896564934
2022,ID-500,Boise/Ada County CoC,ID,620,118,502,827.0,686.8,87748.0,519004,7.827107305531364,275602,0.02305498508719095,Republican,0.47913568322013195,9407,9.70898104831562,8.34482971229509,0.753366062689305,9.421892702175706
2022,ID-501,Idaho Balance of State CoC,ID,1378,192,1186,683.6979166666667,684.9962301587302,63765.243902439026,1354167,11.111923418603466,641395,0.028261835530367402,Republican,0.6540450386054389,45582,12.367012340427731,10.439628199476134,0.8514459442594599,17.28738036002945
2022,IL-500,McHenry County CoC,IL,92,4,88,1150.0,930.6,61205.0,206169,17.637957209861813,109793,0.03757980927745849,Democrat,0.6449766301666658,6286,10.132464143493928,7.838229801764572,8.677347224849516,-13.39677643098623
2022,IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",IL,406,21,385,686.6,900.375,62557.0,281542,15.212650332810023,133220,0.05802432067257168,Democrat,0.47064438737581943,14090,11.486740877027229,12.683720368541817,1.701344737197292,-6.727237854387623
2022,IL-502,"Waukegan, North Chicago/Lake County CoC",IL,431,65,366,1150.0,904.25,101621.0,709899,7.9271840078659075,364001,0.041889994807706575,Democrat,0.5637025566684238,16332,9.359077840650572,7.670105183976875,2.9159077558920354,-8.527973697666852
2022,IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",IL,137,16,121,879.0,612.5,61205.0,206169,17.637957209861813,109793,0.03757980927745849,Democrat,0.5471799013402017,6286,10.132464143493928,7.838229801764572,8.677347224849516,-13.39677643098623
2022,IL-506,"Joliet, Bolingbrook/Will County CoC",IL,219,20,199,1099.1666666666667,846.7142857142857,97076.0,698046,6.994954487240096,371526,0.0460909869026663,Democrat,0.5049018956211948,14858,9.970689610713334,8.154190411520156,1.3208298593502434,-4.7031284471223955
2022,IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",IL,337,65,272,616.0,565.7777777777778,72179.66666666667,200722,8.886918225207003,94602,0.0407073846218896,Republican,0.6036917480336994,4964,9.615288807405268,13.446458285589024,0.2640467910841861,-1.8582915674415361
2022,IL-511,Cook County CoC,IL,1096,242,854,1150.0,974.7142857142857,76614.0,5111566,13.471937954043831,2687539,0.050376199191900096,Democrat,0.7467501152359267,201104,10.495609369027026,9.341951175041073,3.5703344141501843,-18.571021092166276
2022,IL-512,Bloomington/Central Illinois CoC,IL,241,40,201,636.2103174603175,650.3452380952382,67167.7,337844,12.876653129846913,157924,0.04635774169853854,Republican,0.6200625012131447,13737,10.575887095819372,14.367577935378458,0.5446300659475971,-5.709735854418015
2022,IL-513,Springfield/Sangamon County CoC,IL,264,51,213,593.0,533.4583333333334,73684.0,194151,11.07385488614532,97397,0.04100742322658809,Republican,0.5077002836144064,6112,9.842854273220329,11.377742066741865,1.3134106957986311,-5.912923446183641
2022,IL-514,DuPage County CoC,IL,555,61,494,1150.0,1100.8333333333333,61205.0,206169,17.637957209861813,109793,0.03757980927745849,Democrat,0.6449766301666658,6286,10.132464143493928,7.838229801764572,8.677347224849516,-13.39677643098623
2022,IL-515,South Central Illinois CoC,IL,157,3,154,590.201851851852,621.9533333333333,65294.5,381863,12.13157598405711,186440,0.03857541300150182,Republican,0.7000833131769195,12274,9.663151444366173,14.34807771373503,0.3351987492896667,-3.7028986835592868
2022,IL-516,Decatur/Macon County CoC,IL,93,15,78,575.0,572.1111111111111,60648.0,101333,14.387218379007827,45559,0.05537873965626989,Republican,0.5590095713691219,4565,11.427669169964375,14.259915328668844,1.3914519455656102,-11.032931029378386
